sample_index,sensor,vec_x,vec_y,vec_z,acc
106,4,-0.26403052927816745,-0.05998373511449793,-0.9626473226391624,1.5792362388143182
106,5,0.624047424565615,-0.0830363701614577,-0.7769619111292927,6.577466196317799
107,1,-0.490265513058998,0.007587665367340558,-0.8715400901556672,6.639192870599616
107,2,-0.08782681792072886,-0.030872323116995483,-0.9956572737874018,1.5055175052842906
107,3,0.07305354733714405,-0.017094073776448383,-0.9971815341472358,1.1158705509032505
107,4,-0.26037779247203635,-0.0662492304141894,-0.963231259600978,1.5792362388143182
107,5,0.6853214398281139,-0.08739552876257442,-0.7229776144613244,5.401224270016171
108,1,-0.5063130344611833,0.012317390656550048,-0.8622617913999281,6.891303778154429
108,2,-0.08935934193612732,-0.036740321974031216,-0.9953215726614251,1.8823213718709895
108,3,0.0758628144993647,-0.02172932178080897,-0.9968814628193754,0.7751273505126852
108,4,-0.2567090736571193,-0.07250987424836318,-0.9637648932052479,1.3056136292051908
108,5,0.7307733497895048,-0.08390068839179415,-0.6774444661082939,5.313200152462693
109,1,-0.5136140175342213,0.01522165341875436,-0.8578862946778558,4.382020275666349
109,2,-0.09520560249865777,-0.03911950304296239,-0.99468866514666,1.6837797069446896
109,3,0.079885979435923,-0.023312639044027056,-0.9965313766864248,1.1320987263783622
109,4,-0.2486676991827989,-0.08157441811893931,-0.9651476018382664,1.3056136292051908
109,5,0.7868361281290752,-0.08073383308783197,-0.611858676948112,4.279066245406351
110,1,-0.5170470804640933,0.01577592731221024,-0.855811582436,3.643669734666381
110,2,-0.10646573161191224,-0.041816713585586814,-0.9934367210781516,1.6837797069446896
110,3,0.08573783633684354,-0.023518486208280988,-0.996040093502988,0.8254155362570175
110,4,-0.240571536279435,-0.09061011725091786,-0.9663928651925758,1.2633488995533901
110,5,0.8747688973606008,-0.08155633337775592,-0.477627398158644,2.7505746659071146
111,1,-0.5109270241824815,0.02944817384214253,-0.8591194882628552,3.8894454264206386
111,2,-0.1177371652267718,-0.04439916435753581,-0.9920517780350396,1.2806600644840975
111,3,0.08714574555964011,-0.02519342881026225,-0.995876951858936,1.040980729123661
111,4,-0.2356813814458457,-0.09419742958270466,-0.9672544812332208,1.242017893735328
111,5,0.905217594539172,-0.07985072293292524,-0.4173786964596207,3.6500685872135343
112,1,-0.5039682937031255,0.028343412875667263,-0.8632569151143819,3.568101889434704
112,2,-0.12551312097929965,-0.04577069771664082,-0.9910355646154468,1.1470504059473514
112,3,0.08647571294810161,-0.03154103833280048,-0.99575451520646,1.8104919983017003
112,4,-0.2328211017028511,-0.09372144131185496,-0.967993126701856,1.242017893735328
112,5,0.9373827609631874,-0.07279311398747575,-0.34060933082535993,3.7015796391571203
113,1,-0.4933006020499262,0.020794348013028263,-0.8696103328632359,4.982898696101578
113,2,-0.12560149223520586,-0.04620312302089506,-0.9910042786143544,1.1470504059473514
113,3,0.08586675311290203,-0.03928218268395259,-0.9955319660433798,1.9399787630285836
113,4,-0.22995833573558025,-0.09324670268721176,-0.9687229318119104,0.6041171645027894
113,5,0.9581705798390618,-0.06479132654289267,-0.2787672863081888,3.4866132412929773
114,1,-0.4844882571068613,0.011935899661030362,-0.8747162750372012,5.599493838020356
114,2,-0.1256927067265491,-0.046634932728683236,-0.9909725899425824,0.8083306429114668
114,3,0.08707846308637672,-0.048277849472421315,-0.9950309771611,0.8987644225177381
114,4,-0.2270108056378412,-0.09443943605327973,-0.969302483758188,0.2594543723702
114,5,0.977850127705136,-0.05579356076411947,-0.2017330132312112,3.64492319307595
115,1,-0.4727148588692418,0.004093817571227995,-0.8812059001471517,5.739732313183376
115,2,-0.12076761118558453,-0.048180617305809706,-0.9915108480175532,0.8083306429114668
115,3,0.08886970227294322,-0.053346322797103836,-0.9946137085682848,0.3319167640326671
115,4,-0.22312896195872106,-0.09637598410523587,-0.9700129790698008,0.2594543723702
115,5,0.9886688768945218,-0.04995792064269505,-0.1415558378071872,3.4641204475158722
116,1,-0.4633953339698052,0.00015668691307821336,-0.8861516986026201,6.577734084059952
116,2,-0.1158476933383753,-0.04975277208900829,-0.9920201489128438,1.6418648460821634
116,3,0.0907053500958534,-0.05663906934826093,-0.9942658812531076,1.1917222823034612
116,4,-0.2192474143287272,-0.09832104111908753,-0.9707025778539676,0.28967886648673075
116,5,0.9966256754791758,-0.042694216460412805,-0.07010340679067419,3.5666990677619292
117,1,-0.4528292612033784,-0.002980475660124486,-0.8915923034789642,7.399457137101252
117,2,-0.11526066373057553,-0.05045260192744935,-0.9920531563847436,1.657191476246693
117,3,0.09115868170859004,-0.05602828452827687,-0.9942590192768738,1.8717985155185657
117,4,-0.21410544065776912,-0.0987947903699808,-0.9718016288460749,0.543852714803857
117,5,0.9991774924954336,-0.03614104511236763,-0.01839082285885852,3.5104070210750233
118,1,-0.44543495076568895,-0.005560232755977709,-0.8952970104864801,7.934265307521138
118,2,-0.12019028936348065,-0.05091559372516903,-0.991444380389762,1.3766144019411417
118,3,0.09075398443523974,-0.05252766546061397,-0.9944870924252872,1.546663152936323
118,4,-0.2107724139813329,-0.10017008801232524,-0.9723892331338212,0.543852714803857
118,5,0.9987811070593788,-0.028235155975198326,0.040487501354644594,3.3858785263522693
119,1,-0.4385764764148048,-0.010851013468329222,-0.8986283748622403,8.086739091858195
119,2,-0.1297159417773334,-0.050325870861488806,-0.99027327053818,1.3766144019411417
119,3,0.08966918305660407,-0.05022635734677462,-0.9947043672185744,0.4865656377432318
119,4,-0.2074457136316637,-0.10156752632960396,-0.97295958364105,0.30276286775183686
119,5,0.9963288806059314,-0.02111043157396167,0.0829643276784072,4.04525095235309
120,1,-0.4350319181459482,-0.018376029456100937,-0.9002275287193019,8.401446720921733
120,2,-0.13922859183025085,-0.049713326421412116,-0.9890115828265832,0.5619093406804279
120,3,0.08820762100424535,-0.04993991824569924,-0.9948494284603177,0.30747329163841775
120,4,-0.2061727327818432,-0.1005341684973224,-0.973337339830342,0.8737407730731358
120,5,0.9917168586385204,-0.010978219684543034,0.1279727043127168,4.456744829490228
121,1,-0.4322601746486425,-0.02928604120673064,-0.9012732647387621,8.507557711967042
121,2,-0.1428250546275523,-0.047371431767239305,-0.9886135895909648,0.5619093406804279
121,3,0.0878189050811497,-0.0505054401622208,-0.9948552795126088,0.41171136482242937
121,4,-0.20555699412239992,-0.1013191394116278,-0.9733861716476776,0.8737407730731358
121,5,0.9870250312916684,-0.0031190302422492216,0.1605359670553484,4.423207025201822
122,1,-0.4314735165644009,-0.03857915231792872,-0.9013003084440931,7.928313887811943
122,2,-0.1464191444553094,-0.04502917313057818,-0.9881972494987801,0.7225920529714601
122,3,0.08990854380035608,-0.05170976622844154,-0.9946067127212412,0.32350758713521904
122,4,-0.20494447345537964,-0.10210686470627743,-0.973433014842276,0.43286324290625083
122,5,0.9810810221719176,0.005570330101258744,0.1935172982586356,3.780936985884196
123,1,-0.4307487043784689,-0.04882956797427529,-0.90115001287059,6.938329033949919
123,2,-0.14479303752262512,-0.04090083950427295,-0.9886162826305992,0.46615500731028364
123,3,0.09341950728385157,-0.05324292879373687,-0.994202176120252,0.5704854699007147
123,4,-0.20428806183703266,-0.1043251620978516,-0.9733358681729832,0.15921555035957302
123,5,0.9769402866330772,0.012458947423606816,0.21314903513539987,3.52485243230893
124,1,-0.4298725726185273,-0.05750729372666308,-0.9010563711862126,5.977582657270273
124,2,-0.1417523504285604,-0.035653982296780184,-0.9892597476130482,0.46615500731028364
124,3,0.0981568437483732,-0.056232460658375234,-0.9935810140960728,0.8620057914813197
124,4,-0.2034285334963925,-0.10493642700324536,-0.9734501884473216,0.15921555035957302
124,5,0.9732068521583992,0.019686428995776384,0.2290870656970768,2.8789724804022514
125,1,-0.4295606169860501,-0.06740500425771707,-0.9005188946533839,5.286901252422548
125,2,-0.13871101744987896,-0.030403133062801818,-0.9898660739013438,0.6402588395115278
125,3,0.10067989468418716,-0.059456091173997076,-0.9931407383197778,0.8292752290869773
125,4,-0.2025689453560163,-0.10554767769538677,-0.9735632646595768,0.4995711610799875
125,5,0.9711696872277128,0.02443750040295989,0.23713320929461654,2.347028121392251
126,1,-0.4295034956277455,-0.07582520638535684,-0.8998762432463071,4.025042019525432
126,2,-0.13800743660869091,-0.02529561539288043,-0.9901080758508698,0.6607457395229708
126,3,0.10116277949372647,-0.06285271564155763,-0.9928824954807688,0.574711060208554
126,4,-0.2025385482254161,-0.10667125370539668,-0.9734472355857084,0.564836496969677
126,5,0.9697961722069766,0.02799626258894996,0.2423048581045296,1.825106949870688
127,1,-0.4296163451154487,-0.08625207543586154,-0.8988828286440941,3.1113134673546217
127,2,-0.1404477792252124,-0.02196321917581924,-0.98984444705804,0.6607457395229708
127,3,0.1004277340807707,-0.06414644232375552,-0.9928743391077623,0.22922881469177583
127,4,-0.20372580758696684,-0.10904564899644892,-0.9729361891975412,0.564836496969677
127,5,0.9694602444952024,0.02984038315074013,0.24342636380696245,1.4367370848672063
128,1,-0.4293513568577126,-0.09373288285622157,-0.898260316132533,2.448567731199174
128,2,-0.14288774596263876,-0.018632059713745888,-0.9895634758533666,0.3834886328004728
128,3,0.0993836300028932,-0.06529677990361651,-0.992904374191972,0.2933517431536407
128,4,-0.20490886157380134,-0.11142072933352913,-0.972418533087032,0.43223460732084484
128,5,0.9696700421268428,0.03191014872295364,0.2423257392941973,0.8567139606150331
129,1,-0.42884864379884935,-0.10022423463423016,-0.8977995258794821,1.858061719829628
129,2,-0.14613439213690566,-0.016590333670579147,-0.9891256160043804,0.233542813892465
129,3,0.09882207717605113,-0.0667481722123359,-0.992863895301646,0.35741620436861316
129,4,-0.2070438877069768,-0.11463033579078495,-0.971592873216112,0.660278439797628
129,5,0.9701687852437976,0.033112862202265884,0.24015814849022346,1.1110542558474585
130,1,-0.4283738141139383,-0.10431319233928353,-0.8975603701987759,1.2117147851163803
130,2,-0.1476985104283874,-0.015683642921709432,-0.9889080603262996,0.28243126984336375
130,3,0.09913210245516346,-0.07006175359405985,-0.992604733103846,0.23880958279831993
130,4,-0.21006693508183125,-0.11764780312650028,-0.9705827250308467,0.4102293473183754
130,5,0.9725554030721848,0.03237409056086367,0.2304083251004052,0.14236329941385661
131,1,-0.4278465586823795,-0.1073883812850586,-0.8974492208180759,0.9006753160000551
131,2,-0.14538137873214052,-0.016413935820234333,-0.989239506743152,0.28243126984336375
131,3,0.09930768560067582,-0.07082349242436208,-0.9925331196273413,0.37284561948885386
131,4,-0.20989749829003085,-0.11838743376982755,-0.9705294965626402,0.4102293473183754
131,5,0.9737691218269378,0.030872993153561786,0.22543415755232096,0.2684328126350392
132,1,-0.42774271588955776,-0.10646149699183982,-0.8976090353773141,0.8971012962817387
132,2,-0.14306345443559942,-0.017144775967550874,-0.9895650551880208,0.4119791729369656
132,3,0.09895675679005704,-0.07081139372507707,-0.9925690506291031,0.5817154005844698
132,4,-0.20973054772409375,-0.11912754499049652,-0.9704749410482238,0.20147543597753448
132,5,0.9748001606320318,0.028751803510925857,0.22121907785238348,0.5405089392003966
133,1,-0.4280467107364113,-0.10416794014929112,-0.8977332598247201,1.0456562220063306
133,2,-0.14135452260130946,-0.01743043046818668,-0.9898056105923522,0.5193840497001141
133,3,0.09912673091970638,-0.06873210392923837,-0.9926982399370624,0.8390071414570656
133,4,-0.20905406884957306,-0.11993725852106872,-0.970521206223384,0.20147543597753448
133,5,0.9760817065937822,0.025448941838071462,0.21590902458673855,0.6801659358143209
134,1,-0.4295118414361735,-0.09968737638717268,-0.897542202373692,0.9287562631516112
134,2,-0.1409275984283412,-0.017181116177002312,-0.9898707619259538,0.5193840497001141
134,3,0.10077865321369904,-0.06681710378834274,-0.9926626698137132,0.6669448747481826
134,4,-0.2083799392189462,-0.12074892565543804,-0.9705655881924112,0.34302845308125723
134,5,0.977071175234032,0.021509014463880743,0.2118237028908904,0.5338049230954879
135,1,-0.4309744444308377,-0.09573383536651364,-0.8972714487276695,0.9637015674790487
135,2,-0.1405002407530967,-0.01693261787315932,-0.9899358235454327,0.44979188489125543
135,3,0.1050491033818534,-0.06689530386959561,-0.992214555240756,0.5402488645043648
135,4,-0.2084684237891696,-0.12130843858590105,-0.9704768479628184,0.1732101571090422
135,5,0.9781904546882856,0.016630231259522392,0.207042962078522,0.4511215291726367
136,1,-0.4329883261283272,-0.09097727281169143,-0.8967966508546522,0.9023967967008679
136,2,-0.14013753534383766,-0.016149903632926482,-0.9900003618494,0.33549881688422684
136,3,0.1082703920127212,-0.0694501680645791,-0.991692586058912,0.8957177315382379
136,4,-0.20910924317309834,-0.1210473667242308,-0.9703715305556232,0.1732101571090422
136,5,0.978916464527715,0.012160445162903669,0.2038984571733162,0.17757397068674066
137,1,-0.4349058046194774,-0.08769082219781843,-0.8961959977044879,0.7202078763873365
137,2,-0.1388756086618678,-0.014350304810296324,-0.990205859835304,0.33549881688422684
137,3,0.1112437473206263,-0.07336864713371756,-0.9910811365290466,0.8578533075472846
137,4,-0.2097495544893509,-0.12078513090115366,-0.970265924632964,0.44556984082436485
137,5,0.9797745225582764,0.006888137733666991,0.19998586063348855,0.36342101781927433
138,1,-0.4374904339441112,-0.08491795242824181,-0.8952044839802779,0.7740260321834833
138,2,-0.13760867898246734,-0.012553728310292916,-0.990407133519658,0.17094211039278093
138,3,0.11242547678221552,-0.07546723824647411,-0.9907901129758478,0.5582735520519698
138,4,-0.21112066378028832,-0.12215281264073953,-0.969797237590462,0.44556984082436485
138,5,0.9804218932291896,0.0035345833706068885,0.1968766122257112,0.1322412752856167
139,1,-0.43930714030791296,-0.0839944952899401,-0.8944015586886249,0.7981099209783835
139,2,-0.13536088261153625,-0.009378964427627395,-0.9907520262826104,0.05639040938877118
139,3,0.11239890812619584,-0.07622482813364923,-0.990735124330362,0.5171070526689181
139,4,-0.2124926697440567,-0.12351835403756585,-0.9693245734758722,0.44556984082436485
139,5,0.98116815410426,-7.31880195322908e-05,0.1931555115980021,0.10632958476803972
140,1,-0.44154832172237496,-0.08368572123433082,-0.8933262759606672,0.815579612733501
140,2,-0.13322662661712473,-0.006218350739546463,-0.9910660653571864,0.05639040938877118
140,3,0.11188134579782454,-0.07557038649694521,-0.99084390019438,0.541474146822784
140,4,-0.21386541086954103,-0.124881608991246,-0.968847886694258,0.10936998099231071
140,5,0.9817549016946104,-0.002774586824736573,0.1901305796839852,0.19508866426791374
141,1,-0.4433701957505919,-0.08429301866748044,-0.8923663072299999,0.9886705175214839
141,2,-0.1310866988619963,-0.003060327267595822,-0.991366208247758,0.45552357613897326
141,3,0.1118440506387262,-0.07492303222691285,-0.990897336083664,0.23110287070559057
141,4,-0.21670926663548626,-0.12477386173427607,-0.968229600388938,0.3262679247447017
141,5,0.9825008780186176,-0.0059421858768938145,0.18616326688392448,0.14563655546529689
142,1,-0.445152707760496,-0.08508449449269262,-0.8914032325906679,1.1462345086183148
142,2,-0.1304948618466361,-0.00035759302260149334,-0.9914489149270392,0.5399483403208105
142,3,0.1110817609432648,-0.07590548871847637,-0.9909083426339302,0.3944287699661954
142,4,-0.21964992287097712,-0.12478637652933022,-0.9675651705023108,0.3262679247447017
142,5,0.9832020650173416,-0.008791006326889892,0.18230813100341398,0.3734554667354186
143,1,-0.4464040802067032,-0.08576678472166176,-0.8907117077472461,1.4521624135723255
143,2,-0.13092110662507234,0.0018087077707718835,-0.9913911299518894,0.5399483403208105
143,3,0.10957088746491277,-0.0778651549603599,-0.9909244900568259,0.38560554537591013
143,4,-0.2225885889316284,-0.12479638223151072,-0.9668919934271264,0.3648974439357624
143,5,0.9842896295439624,-0.012620464018384318,0.17611026592170598,0.6602972106158944
144,1,-0.4480705089511461,-0.08679692015473796,-0.8897747416738121,1.4469444415674177
144,2,-0.1313444094856403,0.003975446061546303,-0.991328775290104,0.2491956180322032
144,3,0.10903079537319904,-0.07891607865582226,-0.9909008748959088,0.15036850679301722
144,4,-0.22485750195037651,-0.12450406775743192,-0.9664046121899708,0.3365791324146312
144,5,0.9852603500903268,-0.016229490134982254,0.1702899564982191,0.7738206981420437
145,1,-0.4489764210117954,-0.0876968233879725,-0.8892296686995198,1.6716728167911703
145,2,-0.1341338640189651,0.005969885551224741,-0.9909452204606941,0.21888667210826235
145,3,0.10945708537794202,-0.07870746393766871,-0.9908705108591218,0.04703281033647738
145,4,-0.2277627427319734,-0.1254105058476775,-0.9656067418856804,0.19384815248179366
145,5,0.9877869446185172,-0.025206764676281256,0.1537578261381903,0.844803321393508
146,1,-0.4500640120914029,-0.0875767087301257,-0.8886915704950953,2.775678123542737
146,2,-0.13488085113708484,0.006497336947937582,-0.9908404622165806,0.35604113813213045
146,3,0.10910890773806607,-0.07834367963795442,-0.990937744667168,0.1619857801191744
146,4,-0.2282303157872369,-0.12554952425276014,-0.9654782334366758,0.17352658601015528
146,5,0.9893611963009727,-0.03127461525739035,0.14207855377401105,1.2617092146408138
147,1,-0.4496724833171761,-0.08735472537659435,-0.8889115497306636,3.303237521576142
147,2,-0.13282191946560135,0.0073027976114294485,-0.9911130275949324,0.35604113813213045
147,3,0.10804225314287376,-0.0782589180949343,-0.9910611597480504,0.201329643011156
147,4,-0.2286882912889132,-0.12514407014949652,-0.9654224779491744,0.17352658601015528
147,5,0.9907299088121744,-0.03708954037172458,0.13068506592173507,1.5091086205744806
148,1,-0.44961150864526295,-0.08739109892153561,-0.888938872529538,4.894441096349354
148,2,-0.13076071659471306,0.008104034198526747,-0.9913808182419264,0.17893022346370305
148,3,0.1067129353738792,-0.0798146772521274,-0.991081203768567,0.9104730962423293
148,4,-0.22914629848160004,-0.1247390363062126,-0.965366373614068,0.2148110244871216
148,5,0.9925462168184932,-0.044943139474104866,0.1132799323714,2.1936290705692723
149,1,-0.452866878062196,-0.08760170653234642,-0.8872641270772997,7.550865114857981
149,2,-0.1288904514446769,0.009437626407142323,-0.991613916741664,0.4721589589829975
149,3,0.10462193618952066,-0.0835316371719516,-0.99099782142037,1.0506839614127919
149,4,-0.2294221282625104,-0.12477799112825902,-0.9652957968731956,0.1714081234323341
149,5,0.9940215538935157,-0.052511992247677095,0.0957266886250446,3.3592389216212717
150,1,-0.4597540120906564,-0.08666862068523375,-0.8838070050514059,9.558713116957286
150,2,-0.12989712043181711,0.01039431328793125,-0.9914729627566397,0.4721589589829975
150,3,0.10142818882485527,-0.08894985742898137,-0.990858392980325,0.5825764052280165
150,4,-0.2297014323186292,-0.12484749729999052,-0.965220401646432,0.1714081234323341
150,5,0.9958017818710824,-0.0644922158857041,0.06495721116361093,4.696484542190494
151,1,-0.4739438780497894,-0.08228219645730545,-0.8767022499158076,9.091351609124567
151,2,-0.1309009493908471,0.011353456562718828,-0.99133044010423,0.4721589589829975
151,3,0.10094583121645903,-0.0912964716876447,-0.990694246147052,0.9087208147071861
151,4,-0.22998068755923504,-0.12491728881292999,-0.9651447935998104,0.37438579057824045
151,5,0.9965294592777812,-0.07790051587898858,0.029336046096679683,4.848480829134732
152,1,-0.4884610074234293,-0.07847618003238997,-0.8690497433590249,7.622583548067832
152,2,-0.1319020602956085,0.012315248398957562,-0.99118615569832,0.3477416237247776
152,3,0.10276945163676594,-0.08969253589559224,-0.9906531396070196,1.5120179397710054
152,4,-0.2296869545573602,-0.12505622240313555,-0.965196799799436,0.6299097556584827
152,5,0.9950995961713528,-0.09619133331819034,-0.0228909968691264,4.025165298610297
153,1,-0.5080624209005603,-0.07591250619447842,-0.8579685163013121,6.999331624765294
153,2,-0.13483950811838075,0.012539398215315191,-0.9907881908836352,0.3477416237247776
153,3,0.10512379221869453,-0.08561898789095024,-0.9907664904962941,1.0497458235786161
153,4,-0.2285860502248516,-0.12440968615096112,-0.965541678999956,0.6299097556584827
153,5,0.9917164823188374,-0.10840513142426103,-0.06889625049926558,4.971881436908829
154,1,-0.5263378582306691,-0.07283178944875396,-0.8471505297682684,6.8474380174774785
154,2,-0.13777499761596515,0.012771944363861587,-0.9903811558486167,0.9139928650172411
154,3,0.10635747360863668,-0.0805931150374317,-0.9910564531051944,0.8858818249627937
154,4,-0.2274853390389845,-0.1237617333133702,-0.9658848291846398,0.6096321398992489
154,5,0.984072788464587,-0.11800005640494635,-0.13295348771069918,5.214194121472017
155,1,-0.5487193057788334,-0.0717706167506609,-0.8329202425024801,5.373915397674296
155,2,-0.13777573201656762,0.012608724740202193,-0.9903831491189999,0.6151852810106735
155,3,0.10589377635531463,-0.07619509335423177,-0.9914538787042392,1.3026933768901139
155,4,-0.2255496210918233,-0.122420160243617,-0.9665095422122176,0.7526290395615405
155,5,0.9744422747042512,-0.12085671280365942,-0.189356014548074,5.233168239517101
156,1,-0.5639064603660601,-0.07134423811334081,-0.8227511216175599,3.577874694047209
156,2,-0.13514403859205715,0.011933763183163805,-0.99075406166348,0.3737030075481046
156,3,0.10635295727091763,-0.07072225521966706,-0.9918101686491451,0.6893016182768743
156,4,-0.2265526022050317,-0.11886206402242135,-0.96671906772965,0.7526290395615405
156,5,0.9567375495171696,-0.12353561290869365,-0.263424022422324,3.740151662928338
157,1,-0.5756457542866346,-0.07054577891160932,-0.8146504454275587,3.5270549216249476
157,2,-0.12882651922279267,0.010657140959469458,-0.9916099144314959,0.6210021644700309
157,3,0.10708654662660218,-0.0682525527657035,-0.9919043511938278,1.1853271506038228
157,4,-0.22755490709751874,-0.1153028172623174,-0.9669147107187808,0.5791951591614566
157,5,0.9381553334212914,-0.12692055606810873,-0.32211136604210555,3.0900703677792594
158,1,-0.5819051621930005,-0.06843210733622936,-0.8103723569469641,3.2070277665794054
158,2,-0.11564093544547867,0.006077556667110129,-0.993272471077,0.6032212389330973
158,3,0.102656959376749,-0.07605434067649648,-0.9918050416132499,1.3959248537037245
158,4,-0.2325647210855541,-0.11405934728566805,-0.9658696051258738,0.21724802232716334
158,5,0.8815650050630401,-0.1335711714232336,-0.452771603482794,4.079204130107072
159,1,-0.5793295812204042,-0.06928807788600412,-0.8121431278481537,4.867513806538183
159,2,-0.10731594316584617,0.0019887466922698933,-0.9942229802022416,0.7996912994175069
159,3,0.10002132469602444,-0.07690685231081078,-0.9920085932443342,0.7310359652934515
159,4,-0.2356451391838909,-0.11348522999938325,-0.96519045698781,0.19904880456580257
159,5,0.8401482318403277,-0.13759312202309212,-0.5246132392723774,4.431578106210523
160,1,-0.5684482682240584,-0.07423853130496097,-0.8193627307504029,6.208861765271693
160,2,-0.10060749718957224,-0.002787816746832872,-0.9949223266819818,0.7996912994175069
160,3,0.09971307297020177,-0.07328533356611898,-0.9923137839840648,1.3149220981246645
160,4,-0.2397095016067573,-0.11448652295176515,-0.964070592828834,0.745219811724889
160,5,0.8043257249889294,-0.14056140582173632,-0.5773237118336025,4.780186866544406
161,1,-0.5568127340982909,-0.07907524990298886,-0.8268655095568678,5.682679959796595
161,2,-0.09385829958603434,-0.007515478568289351,-0.9955572585697215,0.6115567142445839
161,3,0.0992603032707251,-0.06778574944465189,-0.992749934660432,0.5297849882925381
161,4,-0.2433960422971873,-0.11381533754386278,-0.963226156082382,0.745219811724889
161,5,0.7588182735155284,-0.14263810318475026,-0.635491235572074,3.894498817632256
162,1,-0.5385090101450453,-0.08286971778028451,-0.8385349128018024,5.344518085805863
162,2,-0.08466701027347212,-0.014142405240444687,-0.99630890890416,0.826204769791277
162,3,0.0967277552669024,-0.06664916195367898,-0.9930768834507288,0.6254774437990159
162,4,-0.2470773202618189,-0.1131309373310137,-0.962369108158748,0.6440087047655225
162,5,0.7210196827210277,-0.14523822453714272,-0.6775222698131109,3.0895678497344927
163,1,-0.5206380804712833,-0.08341327938423429,-0.8496930548716343,6.377964330794305
163,2,-0.0785550410113289,-0.01870034670630313,-0.9967343744186878,0.826204769791277
163,3,0.09120913905249804,-0.06481470172825379,-0.993720194831454,0.6775242601176893
163,4,-0.2497642560142744,-0.11301878065870817,-0.9616883916154596,0.3462352589774471
163,5,0.6705376160303638,-0.15314248719176915,-0.7258970878737429,2.828546217090837
164,1,-0.4941996503669725,-0.081325868702682,-0.865536237714708,6.38813492018209
164,2,-0.07239805164583113,-0.023202282708935568,-0.9971059052475736,0.8009152894726547
164,3,0.08836986002016085,-0.0626294607203293,-0.99411681462476,0.24337778259903492
164,4,-0.25254797272972057,-0.11215962129022584,-0.96106181963743,0.3462352589774471
164,5,0.6296878263008215,-0.16152806233467007,-0.7598696779336761,3.0500616513715304
165,1,-0.4722924254878663,-0.07371663487209447,-0.8783539703517959,5.701131659615981
165,2,-0.07067627435392239,-0.025305629615277297,-0.9971782363275716,0.7721126384828652
165,3,0.08600515468764637,-0.06187931795991972,-0.9943711709816542,0.8062989730370217
165,4,-0.2553269610829405,-0.1112906804668017,-0.960428344175312,0.6892332442358056
165,5,0.5815167696730023,-0.1705570995661401,-0.7954549030923177,3.1923952979099064
166,1,-0.4444397562173847,-0.06319344567478047,-0.893576991834832,4.739084231333789
166,2,-0.06937786381956818,-0.0275284319331284,-0.9972105987893056,0.7721126384828652
166,3,0.08345436430457484,-0.06418135862099197,-0.9944426126888968,1.42212791800069
166,4,-0.25780260018221096,-0.11015100563274588,-0.9598982172965179,0.7266238797724783
166,5,0.5462124851469773,-0.17683970766330032,-0.8187671706821938,2.741031579495308
167,1,-0.4228150957790947,-0.05531362536805026,-0.9045262426641464,4.452775063496737
167,2,-0.0680640591092689,-0.029742373145932526,-0.9972375588845341,0.7122912875649356
167,3,0.07913688597547744,-0.06789000069579443,-0.9945492965098548,1.0084876648689318
167,4,-0.2582230446420899,-0.10907827780174112,-0.95990775234764,0.7266238797724783
167,5,0.5037086263392614,-0.1847802691445474,-0.8438802555134656,2.3626966105169083
168,1,-0.3938389884323083,-0.0474939370821828,-0.917951558075632,4.667982442706354
168,2,-0.07041393601611022,-0.03118318973418221,-0.9970303132756204,0.6560712588720944
168,3,0.07637503861258703,-0.06711157483899091,-0.994817989111588,0.5230669407534893
168,4,-0.2586480615664984,-0.10800710155164236,-0.95991439665473,1.3169025559984933
168,5,0.471412128967272,-0.1902025101068502,-0.8611582326630409,2.115675940639392
169,1,-0.3711975776063185,-0.04133037887732828,-0.9276336890384193,4.271870279390356
169,2,-0.07505988486177198,-0.03209458553612432,-0.9966624168013599,0.6560712588720944
169,3,0.07368591483740862,-0.0624333510488795,-0.9953253297820508,0.6243716445655199
169,4,-0.25829616694548,-0.11285487466750482,-0.95945127716564,1.683141635147102
169,5,0.4345113857528273,-0.19580041939830595,-0.8791257145437305,1.9549292232838196
170,1,-0.34551102799768063,-0.034888706530276745,-0.9377659466706708,3.8514997239449396
170,2,-0.0797014720633697,-0.03301906118915049,-0.996271687121592,0.616846071891638
170,3,0.07080853936711454,-0.058961222223462076,-0.9957458280551292,0.574514028631638
170,4,-0.2583409897451051,-0.11071888430249084,-0.9596880747950648,1.683141635147102
170,5,0.40693608497357897,-0.1987577570535434,-0.8915707562300158,1.490704299784832
171,1,-0.3286581723814276,-0.02823293869137225,-0.9440268196291198,2.955174472647545
171,2,-0.0821870759199968,-0.033805033257100436,-0.9960435008015759,0.44367847569346164
171,3,0.06520756273043103,-0.05684774899539805,-0.9962511425715048,1.0073083589274188
171,4,-0.258381050769298,-0.1085824075423546,-0.9599214574614079,0.4208027704436795
171,5,0.3762011504249932,-0.1990028834281612,-0.9049146346753086,1.4256146244826642
172,1,-0.3113914010533739,-0.021795605411248614,-0.950031790290508,2.0576478394690736
172,2,-0.08586011502028927,-0.033109268166501366,-0.9957569006638232,0.44367847569346164
172,3,0.05967720089062115,-0.056058649984673234,-0.99664239496061,0.934788638886186
172,4,-0.2579690207052086,-0.10665477451138436,-0.960248271907482,0.4646786252242066
172,5,0.3576624224427603,-0.1972120246267133,-0.9127896514362122,0.8596725894107564
173,1,-0.2985804457105832,-0.02222842991421231,-0.9541254859578496,1.639279011448739
173,2,-0.08953196777001257,-0.032412701570494945,-0.99545641999414,0.33806182216225744
